"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"08-08-25 / 02:02 PM","Home Plate","111","II","2","30"
"08-05-25 / 06:53 PM","Fieldside Box Row 1","106","DD","2","82"
"08-05-25 / 04:51 PM","Home Plate","212","A","2","29"
"08-05-25 / 04:24 AM","Third Base","218","C","2","10"
"08-04-25 / 04:52 PM","First Base","103","MM","2","11"
"08-04-25 / 04:24 AM","First Base","103","OO","0","10"
"08-03-25 / 04:52 PM","First Base","102","HH","2","10"
"08-02-25 / 05:11 PM","Home Plate","112","FF","2","34"
"07-31-25 / 11:26 PM","Fieldside Box Row 2","117","EE","2","35"
"07-31-25 / 11:29 AM","Third Base","218","K","1","13"
"07-28-25 / 04:37 PM","Fieldside Box Row 2","106","EE","2","45"
"07-21-25 / 05:01 PM","First Base","107","FF","2","22"
"07-08-25 / 04:58 PM","First Base","106","HH","0","24"
"07-05-25 / 05:39 PM","Third Base","115","GG","0","41"
"06-30-25 / 09:48 PM","Home Plate","111","PP","2","33"
"06-25-25 / 03:32 PM","Right Field Row 1","RFROW1","1","0","37"
"06-23-25 / 03:39 AM","Field Box","Box S","AAA","2","75"
"06-21-25 / 11:54 AM","First Base","207","A","2","15"
"06-19-25 / 07:30 AM","Field Box","Box S","AAA","2","50"
"06-18-25 / 04:12 PM","First Base","102","II","3","20"
"06-17-25 / 04:03 PM","Home Plate","109","II","2","45"
"06-17-25 / 05:03 AM","Third Base","216","A","2","13"
"05-25-25 / 03:22 AM","Loge","6","N","0","168"
"05-21-25 / 07:43 PM","Third Base","116","NN","2","37"
"05-03-25 / 07:03 PM","Third Base","117","HH","5","39"
"04-14-25 / 10:23 PM","Field Box","Box S","AAA","2","84"
"04-14-25 / 11:44 AM","Left Field","LFLOWR","","0","20"
"03-01-25 / 08:46 AM","Right Field Terrace","Right Field Terrace","6","0","15.74"
