"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"08-07-25 / 09:57 PM","Terrace Infield Box","43","4","0","27"
"08-07-25 / 11:12 AM","Club Box Infield","244","1","0","49"
"08-07-25 / 10:12 AM","Terrace Infield Box","43","5","2","35"
"08-07-25 / 08:18 AM","Upper Box","334","2","2","19"
"08-06-25 / 07:25 PM","Lower Box","60","1","0","34"
"08-06-25 / 03:56 PM","Terrace Box","61","1","2","17"
"08-06-25 / 03:53 PM","Field Box Between the Bases","50","14","0","53"
"08-06-25 / 03:22 PM","Upper Reserve","342","18","4","11"
"08-06-25 / 03:06 PM","Upper Box","320","1","2","17"
"08-05-25 / 11:12 PM","Field Box Between the Bases","24","18","2","53"
"08-05-25 / 11:12 PM","Field Box Outside the Bases","56","6","0","47"
"08-05-25 / 10:42 PM","Eutaw Street Bleacher","98","3","7","21"
"08-05-25 / 03:24 PM","Field Box Between the Bases","24","18","2","53"
"08-05-25 / 06:52 AM","Terrace Box","17","3","2","26"
"08-04-25 / 11:15 PM","Club Box Infield","248","2","6","41"
"08-04-25 / 10:19 PM","Upper Reserve","332","16","0","10"
"08-04-25 / 09:57 PM","Terrace Infield Box","27","4","2","22"
"08-04-25 / 08:15 PM","Field Box Between the Bases","48","3","2","85"
"08-04-25 / 02:57 PM","Upper Reserve","346","17","3","10"
"08-03-25 / 03:30 PM","Terrace Box","65","1","0","30"
"08-03-25 / 03:15 PM","Field Box Between the Bases","40","5","0","88"
"08-02-25 / 11:12 PM","Field Box Between the Bases","52","18","6","50"
"08-02-25 / 09:50 PM","Field Box Between the Bases","44","8","2","85"
"08-02-25 / 07:14 PM","Field Box Between the Bases","28","21","0","45"
"08-01-25 / 11:03 PM","Field Box Between the Bases","28","14","0","65"
"08-01-25 / 10:47 PM","Lower Box","64","2","2","31"
"08-01-25 / 01:20 PM","Upper Reserve","334","18","2","10"
"08-01-25 / 01:20 PM","Upper Reserve","348","17","2","11"
"07-31-25 / 10:51 PM","Field Box Between the Bases","36","15","2","79"
"07-31-25 / 10:20 PM","Upper Reserve","344","15","2","12"
"07-30-25 / 10:21 PM","Field Box Between the Bases","24","18","4","57"
"07-29-25 / 09:55 PM","Field Box Between the Bases","54","5","2","67"
"07-28-25 / 05:31 PM","Field Box Outside the Bases","56","10","0","34"
"07-28-25 / 04:35 PM","Upper Reserve","336","18","2","12"
"07-28-25 / 11:13 AM","Field Box Between the Bases","46","27","2","49"
"07-27-25 / 09:55 PM","LF Picnic Perch - All You Can Eat","276","5","0","87"
"07-25-25 / 09:17 PM","Bird Bath","86","5","2","32"
"07-25-25 / 04:06 PM","Lower Box","14","5","0","27"
"07-25-25 / 02:29 PM","Upper Box","342","8","2","17"
"07-24-25 / 09:47 PM","Upper Box","352","1","5","19"
"07-22-25 / 11:38 PM","Field Box Between the Bases","28","21","0","51"
"07-22-25 / 10:19 PM","Lower Box","60","1","0","48"
"07-22-25 / 08:38 PM","Field Box Between the Bases","48","11","0","59"
"07-22-25 / 06:56 PM","OF Upper Box","364","3","2","16"
"07-22-25 / 06:19 PM","Terrace Box","17","1","2","32"
"07-21-25 / 11:47 PM","Lower Box","62","8","2","27"
"07-21-25 / 05:35 PM","Field Box Between the Bases","30","7","0","66"
"07-21-25 / 05:09 PM","OF Upper Box","366","4","6","14"
"07-19-25 / 06:22 PM","Upper Reserve","346","13","2","16"
"07-19-25 / 03:24 PM","Terrace Infield Box","47","3","2","37"
"07-19-25 / 03:35 AM","Lower Box","60","6","2","26"
"07-15-25 / 01:44 PM","Eutaw Street Bleacher","98","4","4","16"
