"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"07-25-25 / 11:31 PM","Infield Box","115","26","2","30"
"07-25-25 / 11:08 PM","Field Box","104","10","4","27"
"07-25-25 / 10:14 PM","Infield Box","109","20","4","40"
"07-25-25 / 08:22 PM","Dugout Box","118","26","3","23"
"07-25-25 / 04:33 PM","Dugout Box","107","10","2","48"
"07-25-25 / 02:18 PM","Field Box","121","20","3","19"
"07-25-25 / 02:12 PM","Dugout Box","117","6","3","53"
"07-25-25 / 12:46 PM","Homeplate Box","112","4","2","300"
"07-25-25 / 11:33 AM","Outfield Box","101","16","4","17"
"07-25-25 / 10:38 AM","Infield Box","116","23","3","30"
"07-25-25 / 04:42 AM","Homeplate Box","113","18","2","40"
"07-25-25 / 03:35 AM","Field Box","104","9","2","27"
"07-24-25 / 11:13 PM","Field Box","120","28","0","18"
"07-24-25 / 06:11 PM","Field Box","121","28","2","15"
"07-24-25 / 06:03 PM","Field Box","104","22","4","19"
"07-24-25 / 04:00 PM","Dugout Box","119","26","2","19"
"07-24-25 / 01:02 PM","Infield Box","114","28","7","35"
"07-24-25 / 12:08 PM","Dugout Box","107","9","2","48"
"07-24-25 / 04:13 AM","Homeplate Box","113","20","2","35"
"07-24-25 / 01:55 AM","Field Box","103","4","6","27"
"07-24-25 / 12:13 AM","Infield Box","108","27","2","28"
"07-23-25 / 10:23 PM","Field Box","103","25","2","17"
"07-23-25 / 08:32 PM","Field Box","120","25","3","19"
"07-23-25 / 07:48 PM","Dugout Box","106","26","4","23"
"07-23-25 / 03:43 PM","Dugout Box","119","6","2","46"
"07-23-25 / 01:23 AM","Field Box","104","7","4","27"
"07-23-25 / 01:09 AM","Dugout Box","106","7","2","48"
"07-23-25 / 12:47 AM","Homeplate Box","113","20","3","35"
"07-22-25 / 11:59 PM","Field Box","104","7","2","27"
"07-22-25 / 10:59 PM","Dugout Box","119","27","2","19"
"07-22-25 / 09:25 PM","Infield Box","116","10","5","55"
"07-22-25 / 05:31 PM","Field Box","104","6","3","30"
"07-22-25 / 04:25 PM","Field Box","104","26","2","16"
"07-22-25 / 04:25 PM","Field Box","121","23","2","17"
"07-22-25 / 02:31 PM","Field Box","104","5","2","30"
"07-22-25 / 01:12 AM","Field Box","103","7","4","24"
"07-22-25 / 12:25 AM","Dugout Box","118","10","6","46"
"07-21-25 / 10:08 PM","Dugout Box","119","27","4","19"
"07-21-25 / 07:43 PM","Solon Club","203","2","2","105"
"07-21-25 / 06:32 PM","Field Box","104","4","5","66"
"07-21-25 / 02:49 PM","Outfield Box","123","18","2","22"
"07-21-25 / 02:49 PM","Dugout Box","117","29","2","31"
"07-21-25 / 02:20 PM","Field Box","103","27","3","20"
"07-21-25 / 01:50 PM","Infield Box","109","28","5","30"
"07-21-25 / 12:49 PM","Dugout Box","117","27","4","31"
"07-21-25 / 12:49 AM","Dugout Box","106","23","0","19"
"07-20-25 / 10:08 PM","Infield Box","114","23","2","26"
"07-20-25 / 10:02 PM","Field Box","120","27","2","22"
"07-20-25 / 09:21 PM","Field Box","104","23","0","23"
"07-20-25 / 02:13 PM","Solon Club","205","5","0","122"
"07-20-25 / 12:35 AM","Homeplate Box","112","15","1","49"
"07-19-25 / 11:06 PM","Outfield Box","122","22","4","20"
