event_id,event_name,url,start_date,start_time,datetime_utc,timezone,ticket_status,public_sale_start,public_sale_end,presales,image,info,please_note,seatmap_url,accessibility_info,ticket_limit,venue_id,venue_name,city,state,country,venue_timezone,segment,genre,subGenre,type,location,name,dates,sales,priceRanges,promoter,promoters,seatmap,accessibility,ticketLimit,classifications,externalLinks
vvG1HZb4ZoB4oz,Seattle Mariners vs. Chicago White Sox,https://www.ticketmaster.com/seattle-mariners-vs-chicago-white-sox-seattle-washington-08-06-2025/event/0F00615011E95478,2025-08-06,18:40:00,2025-08-07T01:40:00Z,America/Los_Angeles,onsale,2024-11-26T17:00:00Z,2025-08-07T03:40:00Z,"[{""name"": ""Mariners Partners Presale"", ""start"": ""2024-11-25T18:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Mail Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Text Subscribers Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Ticketmaster Presale"", ""start"": ""2024-11-25T20:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}]",https://s1.ticketm.net/dam/a/91e/414a7cc0-dada-4975-8eb0-06d223ba091e_RETINA_PORTRAIT_16_9.jpg,"Please visit our Ballpark Information Guide to make the most of your visit to T-Mobile Park. Find the latest information regarding Bag Policy, Prohibited Items, Transportation Options and other Frequently Asked Questions.",The T-Mobile Pen open 2 hours prior to game time. All other gates open 90 minutes prior to first pitch.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011E95478/staticImage?type=png&systemId=HOST,,There will be an 8 ticket limit for this event.,KovZpZAEevAA,T-Mobile Park,Seattle,Washington,United States Of America,America/Los_Angeles,Sports,Baseball,MLB,event,{},Seattle Mariners vs. Chicago White Sox,"{""start"": {""localDate"": ""2025-08-06"", ""localTime"": ""18:40:00"", ""dateTime"": ""2025-08-07T01:40:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""timezone"": ""America/Los_Angeles"", ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""2024-11-26T17:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-07T03:40:00Z""}, ""presales"": [{""startDateTime"": ""2024-11-25T18:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Partners Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Mail Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Text Subscribers Presale""}, {""startDateTime"": ""2024-11-25T20:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Ticketmaster Presale""}]}",[],"{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}","[{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}]","{""staticUrl"": ""https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011E95478/staticImage?type=png&systemId=HOST"", ""id"": ""seatmap""}","{""ticketLimit"": 8, ""id"": ""accessibility""}","{""info"": ""There will be an 8 ticket limit for this event."", ""id"": ""ticketLimit""}","[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""type"": {""id"": ""KZAyXgnZfZ7v7l1"", ""name"": ""Group""}, ""subType"": {""id"": ""KZFzBErXgnZfZ7vA7d"", ""name"": ""Team""}, ""family"": false}]",{}
vvG1HZb4ZoDPoB,Seattle Mariners vs. Chicago White Sox,https://www.ticketmaster.com/seattle-mariners-vs-chicago-white-sox-seattle-washington-08-07-2025/event/0F00615011EE547A,2025-08-07,13:10:00,2025-08-07T20:10:00Z,America/Los_Angeles,onsale,2024-11-26T17:00:00Z,2025-08-07T22:10:00Z,"[{""name"": ""Mariners Partners Presale"", ""start"": ""2024-11-25T18:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Mail Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Text Subscribers Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Ticketmaster Presale"", ""start"": ""2024-11-25T20:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}]",https://s1.ticketm.net/dam/a/91e/414a7cc0-dada-4975-8eb0-06d223ba091e_RETINA_PORTRAIT_16_9.jpg,"Please visit our Ballpark Information Guide to make the most of your visit to T-Mobile Park. Find the latest information regarding Bag Policy, Prohibited Items, Transportation Options and other Frequently Asked Questions.",The T-Mobile Pen open 2 hours prior to game time. All other gates open 90 minutes prior to first pitch.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011EE547A/staticImage?type=png&systemId=HOST,,There will be an 8 ticket limit for this event.,KovZpZAEevAA,T-Mobile Park,Seattle,Washington,United States Of America,America/Los_Angeles,Sports,Baseball,MLB,event,{},Seattle Mariners vs. Chicago White Sox,"{""start"": {""localDate"": ""2025-08-07"", ""localTime"": ""13:10:00"", ""dateTime"": ""2025-08-07T20:10:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""timezone"": ""America/Los_Angeles"", ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""2024-11-26T17:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-07T22:10:00Z""}, ""presales"": [{""startDateTime"": ""2024-11-25T18:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Partners Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Mail Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Text Subscribers Presale""}, {""startDateTime"": ""2024-11-25T20:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Ticketmaster Presale""}]}",[],"{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}","[{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}]","{""staticUrl"": ""https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011EE547A/staticImage?type=png&systemId=HOST"", ""id"": ""seatmap""}","{""ticketLimit"": 8, ""id"": ""accessibility""}","{""info"": ""There will be an 8 ticket limit for this event."", ""id"": ""ticketLimit""}","[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""type"": {""id"": ""KZAyXgnZfZ7v7l1"", ""name"": ""Group""}, ""subType"": {""id"": ""KZFzBErXgnZfZ7vA7d"", ""name"": ""Team""}, ""family"": false}]",{}
vvG1HZb4ZoHP3G,Seattle Mariners vs. Tampa Bay Rays,https://www.ticketmaster.com/seattle-mariners-vs-tampa-bay-rays-seattle-washington-08-08-2025/event/0F00615011F2548C,2025-08-08,18:40:00,2025-08-09T01:40:00Z,America/Los_Angeles,onsale,2024-11-26T17:00:00Z,2025-08-09T03:40:00Z,"[{""name"": ""Mariners Partners Presale"", ""start"": ""2024-11-25T18:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Mail Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Text Subscribers Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Ticketmaster Presale"", ""start"": ""2024-11-25T20:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}]",https://s1.ticketm.net/dam/a/91e/414a7cc0-dada-4975-8eb0-06d223ba091e_RETINA_PORTRAIT_16_9.jpg,"Please visit our Ballpark Information Guide to make the most of your visit to T-Mobile Park. Find the latest information regarding Bag Policy, Prohibited Items, Transportation Options and other Frequently Asked Questions.",The T-Mobile Pen open 2 hours prior to game time. All other gates open 90 minutes prior to first pitch.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011F2548C/staticImage?type=png&systemId=HOST,,There will be an 8 ticket limit for this event.,KovZpZAEevAA,T-Mobile Park,Seattle,Washington,United States Of America,America/Los_Angeles,Sports,Baseball,MLB,event,{},Seattle Mariners vs. Tampa Bay Rays,"{""start"": {""localDate"": ""2025-08-08"", ""localTime"": ""18:40:00"", ""dateTime"": ""2025-08-09T01:40:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""timezone"": ""America/Los_Angeles"", ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""2024-11-26T17:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-09T03:40:00Z""}, ""presales"": [{""startDateTime"": ""2024-11-25T18:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Partners Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Mail Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Text Subscribers Presale""}, {""startDateTime"": ""2024-11-25T20:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Ticketmaster Presale""}]}",[],"{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}","[{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}]","{""staticUrl"": ""https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011F2548C/staticImage?type=png&systemId=HOST"", ""id"": ""seatmap""}","{""ticketLimit"": 8, ""id"": ""accessibility""}","{""info"": ""There will be an 8 ticket limit for this event."", ""id"": ""ticketLimit""}","[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""type"": {""id"": ""KZAyXgnZfZ7v7l1"", ""name"": ""Group""}, ""subType"": {""id"": ""KZFzBErXgnZfZ7vA7d"", ""name"": ""Team""}, ""family"": false}]",{}
vvG1HZb4ZoWg3o,Seattle Mariners vs. Tampa Bay Rays,https://www.ticketmaster.com/seattle-mariners-vs-tampa-bay-rays-seattle-washington-08-09-2025/event/0F00615011F75491,2025-08-09,18:40:00,2025-08-10T01:40:00Z,America/Los_Angeles,onsale,2024-11-26T17:00:00Z,2025-08-10T03:40:00Z,"[{""name"": ""Mariners Partners Presale"", ""start"": ""2024-11-25T18:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Mail Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Text Subscribers Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Ticketmaster Presale"", ""start"": ""2024-11-25T20:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}]",https://s1.ticketm.net/dam/a/91e/414a7cc0-dada-4975-8eb0-06d223ba091e_RETINA_PORTRAIT_16_9.jpg,"Please visit our Ballpark Information Guide to make the most of your visit to T-Mobile Park. Find the latest information regarding Bag Policy, Prohibited Items, Transportation Options and other Frequently Asked Questions.",The T-Mobile Pen open 2 hours prior to game time. All other gates open 90 minutes prior to first pitch.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011F75491/staticImage?type=png&systemId=HOST,,There will be an 19 ticket limit for this event.,KovZpZAEevAA,T-Mobile Park,Seattle,Washington,United States Of America,America/Los_Angeles,Sports,Baseball,MLB,event,{},Seattle Mariners vs. Tampa Bay Rays,"{""start"": {""localDate"": ""2025-08-09"", ""localTime"": ""18:40:00"", ""dateTime"": ""2025-08-10T01:40:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""timezone"": ""America/Los_Angeles"", ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""2024-11-26T17:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-10T03:40:00Z""}, ""presales"": [{""startDateTime"": ""2024-11-25T18:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Partners Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Mail Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Text Subscribers Presale""}, {""startDateTime"": ""2024-11-25T20:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Ticketmaster Presale""}]}",[],"{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}","[{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}]","{""staticUrl"": ""https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011F75491/staticImage?type=png&systemId=HOST"", ""id"": ""seatmap""}","{""ticketLimit"": 8, ""id"": ""accessibility""}","{""info"": ""There will be an 19 ticket limit for this event."", ""id"": ""ticketLimit""}","[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""type"": {""id"": ""KZAyXgnZfZ7v7l1"", ""name"": ""Group""}, ""subType"": {""id"": ""KZFzBErXgnZfZ7vA7d"", ""name"": ""Team""}, ""family"": false}]",{}
vvG1HZb4ZoTA3f,Seattle Mariners vs. Tampa Bay Rays,https://www.ticketmaster.com/seattle-mariners-vs-tampa-bay-rays-seattle-washington-08-10-2025/event/0F00615011FC5494,2025-08-10,13:10:00,2025-08-10T20:10:00Z,America/Los_Angeles,onsale,2024-11-26T17:00:00Z,2025-08-10T22:10:00Z,"[{""name"": ""Mariners Partners Presale"", ""start"": ""2024-11-25T18:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Mail Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Mariners Text Subscribers Presale"", ""start"": ""2024-11-25T19:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}, {""name"": ""Ticketmaster Presale"", ""start"": ""2024-11-25T20:00:00Z"", ""end"": ""2024-11-26T06:00:00Z""}]",https://s1.ticketm.net/dam/a/91e/414a7cc0-dada-4975-8eb0-06d223ba091e_RETINA_PORTRAIT_16_9.jpg,"Please visit our Ballpark Information Guide to make the most of your visit to T-Mobile Park. Find the latest information regarding Bag Policy, Prohibited Items, Transportation Options and other Frequently Asked Questions.",The T-Mobile Pen open 2 hours prior to game time. All other gates open 90 minutes prior to first pitch.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011FC5494/staticImage?type=png&systemId=HOST,,There will be an 8 ticket limit for this event.,KovZpZAEevAA,T-Mobile Park,Seattle,Washington,United States Of America,America/Los_Angeles,Sports,Baseball,MLB,event,{},Seattle Mariners vs. Tampa Bay Rays,"{""start"": {""localDate"": ""2025-08-10"", ""localTime"": ""13:10:00"", ""dateTime"": ""2025-08-10T20:10:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""timezone"": ""America/Los_Angeles"", ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""2024-11-26T17:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-10T22:10:00Z""}, ""presales"": [{""startDateTime"": ""2024-11-25T18:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Partners Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Mail Presale""}, {""startDateTime"": ""2024-11-25T19:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Mariners Text Subscribers Presale""}, {""startDateTime"": ""2024-11-25T20:00:00Z"", ""endDateTime"": ""2024-11-26T06:00:00Z"", ""name"": ""Ticketmaster Presale""}]}",[],"{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}","[{""id"": ""494"", ""name"": ""PROMOTED BY VENUE"", ""description"": ""PROMOTED BY VENUE / NTL / USA""}]","{""staticUrl"": ""https://mapsapi.tmol.io/maps/geometry/3/event/0F00615011FC5494/staticImage?type=png&systemId=HOST"", ""id"": ""seatmap""}","{""ticketLimit"": 8, ""id"": ""accessibility""}","{""info"": ""There will be an 8 ticket limit for this event."", ""id"": ""ticketLimit""}","[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""type"": {""id"": ""KZAyXgnZfZ7v7l1"", ""name"": ""Group""}, ""subType"": {""id"": ""KZFzBErXgnZfZ7vA7d"", ""name"": ""Team""}, ""family"": false}]",{}
Z7r9jZ1A7uOo3,Baltimore Orioles vs. Seattle Mariners,https://www.ticketmaster.com/event/Z7r9jZ1A7uOo3,2025-08-12,18:35:00,2025-08-12T22:35:00Z,,onsale,1900-01-01T18:00:00Z,2025-08-12T23:35:00Z,[],https://s1.ticketm.net/dam/a/de2/89619127-a9e9-421b-aab0-44d9c1e60de2_TABLET_LANDSCAPE_16_9.jpg,,,https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png,,,Z6r9jZd6ee,Camden Yards,Baltimore,Maryland,United States Of America,America/New_York,Sports,Baseball,MLB,event,{},Baltimore Orioles vs. Seattle Mariners,"{""start"": {""localDate"": ""2025-08-12"", ""localTime"": ""18:35:00"", ""dateTime"": ""2025-08-12T22:35:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""1900-01-01T18:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-12T23:35:00Z""}}",[],{},[],"{""staticUrl"": ""https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png"", ""id"": ""seatmap""}",{},{},"[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""family"": false}]",{}
Z7r9jZ1A7uOoK,Baltimore Orioles vs. Seattle Mariners,https://www.ticketmaster.com/event/Z7r9jZ1A7uOoK,2025-08-13,18:35:00,2025-08-13T22:35:00Z,,onsale,1900-01-01T18:00:00Z,2025-08-13T23:35:00Z,[],https://s1.ticketm.net/dam/a/de2/89619127-a9e9-421b-aab0-44d9c1e60de2_TABLET_LANDSCAPE_16_9.jpg,,,https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png,,,Z6r9jZd6ee,Camden Yards,Baltimore,Maryland,United States Of America,America/New_York,Sports,Baseball,MLB,event,{},Baltimore Orioles vs. Seattle Mariners,"{""start"": {""localDate"": ""2025-08-13"", ""localTime"": ""18:35:00"", ""dateTime"": ""2025-08-13T22:35:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""1900-01-01T18:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-13T23:35:00Z""}}",[],{},[],"{""staticUrl"": ""https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png"", ""id"": ""seatmap""}",{},{},"[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""family"": false}]",{}
Z7r9jZ1A7uOof,Baltimore Orioles vs. Seattle Mariners,https://www.ticketmaster.com/event/Z7r9jZ1A7uOof,2025-08-14,13:05:00,2025-08-14T17:05:00Z,,onsale,1900-01-01T18:00:00Z,2025-08-14T18:05:00Z,[],https://s1.ticketm.net/dam/a/de2/89619127-a9e9-421b-aab0-44d9c1e60de2_TABLET_LANDSCAPE_16_9.jpg,,,https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png,,,Z6r9jZd6ee,Camden Yards,Baltimore,Maryland,United States Of America,America/New_York,Sports,Baseball,MLB,event,{},Baltimore Orioles vs. Seattle Mariners,"{""start"": {""localDate"": ""2025-08-14"", ""localTime"": ""13:05:00"", ""dateTime"": ""2025-08-14T17:05:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""1900-01-01T18:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-14T18:05:00Z""}}",[],{},[],"{""staticUrl"": ""https://content.resale.ticketmaster.com/graphics/TMResale/2/VenueMaps/261-59-3-0-CamdenYardsBaltimoreOrioles.png"", ""id"": ""seatmap""}",{},{},"[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""family"": false}]",{}
Z7r9jZ1A7u-xo,New York Mets vs Seattle Mariners: Shea Stadium Replica,https://www.ticketmaster.com/event/Z7r9jZ1A7u-xo,2025-08-15,19:10:00,2025-08-15T23:10:00Z,,onsale,1900-01-01T18:00:00Z,2025-08-16T00:10:00Z,[],https://s1.ticketm.net/dam/a/fe5/05e81514-5293-42c2-a92b-02e1e03b9fe5_ARTIST_PAGE_3_2.jpg,,,https://content.resale.ticketmaster.com/graphics/TMResale/1/VenueMaps/6134-605-3-0-CitiFieldNYMets.png,,,ZFr9jZ6e7A,Citi Field,Flushing,New York,United States Of America,America/New_York,Sports,Baseball,MLB,event,{},New York Mets vs Seattle Mariners: Shea Stadium Replica,"{""start"": {""localDate"": ""2025-08-15"", ""localTime"": ""19:10:00"", ""dateTime"": ""2025-08-15T23:10:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""1900-01-01T18:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-16T00:10:00Z""}}",[],{},[],"{""staticUrl"": ""https://content.resale.ticketmaster.com/graphics/TMResale/1/VenueMaps/6134-605-3-0-CitiFieldNYMets.png"", ""id"": ""seatmap""}",{},{},"[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""family"": false}]",{}
Z7r9jZ1A7u-x3,New York Mets vs Seattle Mariners: Juan Soto Bobblehead,https://www.ticketmaster.com/event/Z7r9jZ1A7u-x3,2025-08-16,16:10:00,2025-08-16T20:10:00Z,,onsale,1900-01-01T18:00:00Z,2025-08-16T21:10:00Z,[],https://s1.ticketm.net/dam/a/fe5/05e81514-5293-42c2-a92b-02e1e03b9fe5_ARTIST_PAGE_3_2.jpg,,,https://content.resale.ticketmaster.com/graphics/TMResale/1/VenueMaps/6134-605-3-0-CitiFieldNYMets.png,,,ZFr9jZ6e7A,Citi Field,Flushing,New York,United States Of America,America/New_York,Sports,Baseball,MLB,event,{},New York Mets vs Seattle Mariners: Juan Soto Bobblehead,"{""start"": {""localDate"": ""2025-08-16"", ""localTime"": ""16:10:00"", ""dateTime"": ""2025-08-16T20:10:00Z"", ""dateTBD"": false, ""dateTBA"": false, ""timeTBA"": false, ""noSpecificTime"": false}, ""status"": {""code"": ""onsale""}, ""spanMultipleDays"": false}","{""public"": {""startDateTime"": ""1900-01-01T18:00:00Z"", ""startTBD"": false, ""startTBA"": false, ""endDateTime"": ""2025-08-16T21:10:00Z""}}",[],{},[],"{""staticUrl"": ""https://content.resale.ticketmaster.com/graphics/TMResale/1/VenueMaps/6134-605-3-0-CitiFieldNYMets.png"", ""id"": ""seatmap""}",{},{},"[{""primary"": true, ""segment"": {""id"": ""KZFzniwnSyZfZ7v7nE"", ""name"": ""Sports""}, ""genre"": {""id"": ""KnvZfZ7vAdv"", ""name"": ""Baseball""}, ""subGenre"": {""id"": ""KZazBEonSMnZfZ7vF1n"", ""name"": ""MLB""}, ""family"": false}]",{}
